Time(year-month-day h:m:s),Total solar irradiance (W/m2),Direct normal irradiance (W/m2),Global horizontal irradiance (W/m2),Air temperature  (°C) ,Atmosphere (hpa),Relative humidity (%),Power (MW)
2020-02-24 09:30:00,146,7,105,-0.3,915.5,35.8,6.31 
2020-02-24 09:45:00,244,25,137,0.3,915.4,33.7,8.09 
2020-02-24 10:00:00,152,7,122,0.9,915.3,32.7,9.44 
2020-02-24 10:15:00,413,77,206,2.3,915.4,30.4,12.85 
2020-02-24 10:30:00,396,91,183,3.2,915.3,27.3,14.21 
2020-02-24 10:45:00,495,121,201,4.4,915,25.4,18.88 
2020-02-24 11:00:00,429,75,221,5.5,914.6,23,20.64 
2020-02-24 11:15:00,574,132,208,6.5,914.5,21.8,19.70 
2020-02-24 11:30:00,759,153,271,7.4,914.5,19.9,24.53 
2020-02-24 11:45:00,606,91,228,7.6,914.5,18.4,25.21 
2020-02-24 12:00:00,781,104,256,7.6,914.3,17.9,19.33 
2020-02-24 12:15:00,678,71,221,7.7,914,17.7,16.36 
2020-02-24 12:30:00,666,51,236,7.9,914.2,18.5,11.90 
2020-02-24 12:45:00,669,43,234,7.7,913.8,18.1,10.82 
2020-02-24 13:00:00,800,50,223,8.2,913.8,17.8,10.58 
2020-02-24 13:15:00,542,25,208,8.5,913.5,17,10.48 
2020-02-24 13:30:00,843,42,249,8.9,913.4,16.6,13.29 
2020-02-24 13:45:00,757,34,270,9.1,913.2,16.9,16.76 
2020-02-24 14:00:00,925,42,272,9.7,912.8,16.2,20.31 
2020-02-24 14:15:00,645,30,211,9.7,912.5,16.1,21.72 
2020-02-24 14:30:00,627,29,211,9.9,912.4,16.8,20.06 
2020-02-24 14:45:00,814,42,243,10.4,912,16.6,19.08 
2020-02-24 15:00:00,773,48,228,10.7,911.9,16.4,18.62 
2020-02-24 15:15:00,780,65,188,10.9,911.7,15.5,18.75 
2020-02-24 15:30:00,800,89,170,10.5,911.5,16.5,18.16 
2020-02-24 15:45:00,767,110,165,10.9,911.5,17.1,21.63 
2020-02-24 16:00:00,645,113,153,10.8,911.3,17.6,27.21 
2020-02-24 16:15:00,724,185,130,11.1,911.3,17.9,31.32 
2020-02-24 16:30:00,620,188,119,11.3,911.3,16.8,28.49 
2020-02-24 16:45:00,620,223,123,11.4,911.2,17.2,26.63 
2020-02-24 17:00:00,579,245,119,11.5,911.3,17.1,23.34 
2020-02-24 17:15:00,423,187,93,11.3,911.1,18.3,19.55 
2020-02-24 17:30:00,462,243,94,11.4,911.2,18.6,18.87 
2020-02-24 17:45:00,389,339,79,11,911.1,19.4,15.57 
2020-02-24 18:00:00,294,267,68,11.1,911.3,19.7,12.39 
2020-02-24 18:15:00,207,182,55,10.8,911.3,19.7,8.72 
2020-02-24 18:30:00,109,73,39,10.6,911.4,20.1,4.74 
2020-02-24 18:45:00,33,5,18,10.2,911.5,20.5,1.91 
2020-02-24 19:00:00,12,0,8,9.7,911.4,21,0.40 
2020-02-24 19:15:00,0,0,0,9.4,911.6,20.9,0.00 
2020-02-24 19:30:00,0,0,0,9.2,911.9,20.9,0.00 
2020-02-24 19:45:00,0,1,0,8.5,912.1,21.7,0.00 
2020-02-24 20:00:00,0,1,0,7.9,912.3,23,0.00 
2020-02-24 20:15:00,0,1,0,7.4,912.6,24.1,0.00 
2020-02-24 20:30:00,0,1,0,6.6,912.8,25.4,0.00 
2020-02-24 20:45:00,0,1,0,6.2,913,25.9,0.00 
2020-02-24 21:00:00,0,0,0,6.6,913,26,0.00 
2020-02-24 21:15:00,0,1,0,5.6,913.3,27.4,0.00 
2020-02-24 21:30:00,0,1,0,5.3,913.5,28.5,0.00 
2020-02-24 21:45:00,0,0,0,4.4,914,30.5,0.00 
2020-02-24 22:00:00,0,1,0,3.8,914.5,31.2,0.00 
2020-02-24 22:15:00,0,1,0,3.5,914.5,31.5,0.00 
2020-02-24 22:30:00,0,0,0,5,914.5,35.1,0.00 
2020-02-24 22:45:00,0,0,0,4.5,914.4,36.7,0.00 
2020-02-24 23:00:00,0,0,0,4.4,914.5,36.7,0.00 
2020-02-24 23:15:00,0,1,0,3.9,914.5,38.2,0.00 
2020-02-24 23:30:00,0,1,0,3.4,914.6,39.3,0.00 
2020-02-24 23:45:00,0,0,0,3.5,914.8,40.6,0.00 
2020-02-25 00:00:00,0,0,0,3.7,915.1,40.4,0.00 
2020-02-25 00:15:00,0,0,0,3.9,915.1,40,0.00 
2020-02-25 00:30:00,0,0,0,3.5,915,40.2,0.00 
2020-02-25 00:45:00,0,2,0,2.8,915,41.2,0.00 
2020-02-25 01:00:00,0,0,0,2.7,915.1,43.2,0.00 
2020-02-25 01:15:00,0,0,0,3,915.2,42.2,0.00 
2020-02-25 01:30:00,0,0,0,2.9,915.3,42.3,0.00 
2020-02-25 01:45:00,0,0,0,2.6,915.4,41.7,0.00 
2020-02-25 02:00:00,0,1,0,1.7,915.5,40.2,0.00 
2020-02-25 02:15:00,0,1,0,1.1,915.6,40.5,0.00 
2020-02-25 02:30:00,0,1,0,1.3,915.5,41.6,0.00 
2020-02-25 02:45:00,0,0,0,1.4,915.5,45.2,0.00 
2020-02-25 03:00:00,0,1,0,0.8,915.5,45.5,0.00 
2020-02-25 03:15:00,0,0,0,1.7,915.5,45.1,0.00 
2020-02-25 03:30:00,0,0,0,2.1,915.5,44.9,0.00 
2020-02-25 03:45:00,0,0,0,2.1,915.3,44.1,0.00 
2020-02-25 04:00:00,0,0,0,1.7,915.4,44.9,0.00 
2020-02-25 04:15:00,0,0,0,1.9,915.3,43.3,0.00 
2020-02-25 04:30:00,0,1,0,1.2,915.3,44.1,0.00 
2020-02-25 04:45:00,0,0,0,1.1,915.3,44.8,0.00 
2020-02-25 05:00:00,0,0,0,1.4,915.1,42.5,0.00 
2020-02-25 05:15:00,0,0,0,1.9,914.8,42.3,0.00 
2020-02-25 05:30:00,0,0,0,1.6,914.8,41.9,0.00 
2020-02-25 05:45:00,0,1,0,1.3,914.8,43,0.00 
2020-02-25 06:00:00,0,0,0,0.5,915,46,0.00 
2020-02-25 06:15:00,0,0,0,0.4,915,46,0.00 
2020-02-25 06:30:00,0,2,0,0,915.1,46.7,0.00 
2020-02-25 06:45:00,0,0,0,0,915.2,48.7,0.00 
2020-02-25 07:00:00,0,1,0,-0.3,915.3,49.3,0.00 
2020-02-25 07:15:00,0,1,0,-0.5,915.4,50.6,0.00 
2020-02-25 07:30:00,0,0,0,-0.7,915.5,51.6,0.00 
2020-02-25 07:45:00,0,0,0,-0.2,915.4,49.8,0.00 
2020-02-25 08:00:00,0,1,0,-0.9,915.6,51.5,0.00 
2020-02-25 08:15:00,6,0,4,-0.5,915.6,49.8,0.00 
2020-02-25 08:30:00,47,2,20,0.1,915.5,48.8,0.36 
2020-02-25 08:45:00,92,6,35,-0.2,915.5,51.5,1.61 
2020-02-25 09:00:00,140,11,49,0,915.7,49.7,3.60 
2020-02-25 09:15:00,255,25,66,0.9,915.9,47.7,7.25 
2020-02-25 09:30:00,369,66,75,1,916.2,44.9,12.21 
2020-02-25 09:45:00,351,90,72,0.8,916.1,46.3,15.22 
2020-02-25 10:00:00,558,210,94,2.5,916.1,42.3,18.12 
2020-02-25 10:15:00,549,264,92,2.7,916,40.5,20.21 
2020-02-25 10:30:00,625,355,86,3.6,915.9,39,23.73 
2020-02-25 10:45:00,718,422,87,4.1,915.9,37.2,27.57 
2020-02-25 11:00:00,763,426,89,5.5,915.6,35.1,31.16 
2020-02-25 11:15:00,827,443,95,5.6,915.6,33.6,33.56 
2020-02-25 11:30:00,860,379,110,6.8,915.4,31.6,35.17 
2020-02-25 11:45:00,882,321,116,7,915.2,31.1,36.21 
2020-02-25 12:00:00,921,296,108,8.5,915.2,27.6,37.28 
2020-02-25 12:15:00,976,221,106,8.8,914.9,27,40.52 
2020-02-25 12:30:00,1044,190,102,9.7,914.7,25.3,41.55 
2020-02-25 12:45:00,1067,159,95,11.2,914.5,22,43.00 
2020-02-25 13:00:00,1024,126,95,12,914.1,19.9,43.52 
2020-02-25 13:15:00,1114,121,95,11.9,913.7,19.6,43.90 
2020-02-25 13:30:00,1129,111,104,12.4,913.6,18.8,44.50 
2020-02-25 13:45:00,1135,101,188,12.9,913.3,17.4,45.00 
2020-02-25 14:00:00,1134,96,111,13.4,913.1,16.6,45.05 
2020-02-25 14:15:00,1112,97,97,13.6,913,16.4,44.79 
2020-02-25 14:30:00,1094,102,93,13.9,912.5,14.9,44.33 
2020-02-25 14:45:00,1075,113,93,13.8,912.3,14,43.50 
2020-02-25 15:00:00,1043,130,89,14,912.3,13.7,42.58 
2020-02-25 15:15:00,1011,151,96,14.5,912,13.2,41.25 
2020-02-25 15:30:00,975,187,99,14.2,912,13.3,40.14 
2020-02-25 15:45:00,923,230,86,14.5,911.7,12.9,38.47 
2020-02-25 16:00:00,861,270,83,14.7,911.6,11.9,36.83 
2020-02-25 16:15:00,795,313,78,14.5,911.4,12.2,35.03 
2020-02-25 16:30:00,748,358,87,14.5,911.3,11.5,32.90 
2020-02-25 16:45:00,702,513,75,14.6,911.3,10.6,30.65 
2020-02-25 17:00:00,607,438,72,14.7,911.2,10.6,27.37 
2020-02-25 17:15:00,533,474,79,14.5,911.4,11.2,24.61 
2020-02-25 17:30:00,529,564,66,14.6,911.2,11.9,21.29 
2020-02-25 17:45:00,449,522,59,14.5,911.3,11.8,17.95 
2020-02-25 18:00:00,295,335,50,14.3,911.1,12.2,14.11 
2020-02-25 18:15:00,167,144,47,13.9,911.5,12.4,9.04 
2020-02-25 18:30:00,134,112,39,13.5,911.7,12.6,6.45 
2020-02-25 18:45:00,56,25,27,13.1,911.9,13.2,3.70 
2020-02-25 19:00:00,13,2,8,12.5,912,13.7,0.60 
2020-02-25 19:15:00,0,1,0,11.6,912.4,17.5,0.00 
2020-02-25 19:30:00,0,2,0,11.1,912.8,18.4,0.00 
2020-02-25 19:45:00,0,1,0,10.9,913.1,19,0.00 
2020-02-25 20:00:00,0,0,0,10.7,913.4,16.7,0.00 
2020-02-25 20:15:00,0,0,0,10.7,913.8,16.1,0.00 
2020-02-25 20:30:00,0,1,0,10.3,914,15.9,0.00 
2020-02-25 20:45:00,0,1,0,9.9,914.1,16.2,0.00 
2020-02-25 21:00:00,0,0,0,9.4,914.3,17.4,0.00 
2020-02-25 21:15:00,0,1,0,9.4,914.5,17.3,0.00 
2020-02-25 21:30:00,0,1,0,7.7,914.6,25.9,0.00 
2020-02-25 21:45:00,0,1,0,7,914.8,27.5,0.00 
2020-02-25 22:00:00,0,0,0,6.7,914.9,28.7,0.00 
2020-02-25 22:15:00,0,0,0,6.7,915,28.7,0.00 
2020-02-25 22:30:00,0,0,0,6.5,915.2,29.7,0.00 
2020-02-25 22:45:00,0,1,0,6.4,915.3,30.1,0.00 
2020-02-25 23:00:00,0,0,0,6.3,915.5,31.1,0.00 
2020-02-25 23:15:00,0,0,0,5.8,915.7,32,0.00 
2020-02-25 23:30:00,0,0,0,5.7,915.8,32.8,0.00 
2020-02-25 23:45:00,0,0,0,5.4,915.9,33.3,0.00 
2020-02-26 00:00:00,0,0,0,5.5,916,33.2,0.00 
2020-02-26 00:15:00,0,0,0,5.5,916.1,33.9,0.00 
2020-02-26 00:30:00,0,1,0,5.4,916.1,34,0.00 
2020-02-26 00:45:00,0,1,0,5.1,916.2,33.7,0.00 
2020-02-26 01:00:00,0,0,0,5.5,916.3,29.9,0.00 
2020-02-26 01:15:00,0,0,0,5.1,916.5,30.8,0.00 
2020-02-26 01:30:00,0,1,0,5,916.7,31.5,0.00 
2020-02-26 01:45:00,0,0,0,4.7,917,32.2,0.00 
2020-02-26 02:00:00,0,1,0,4.7,917,30.8,0.00 
2020-02-26 02:15:00,0,1,0,4,917.2,31.7,0.00 
2020-02-26 02:30:00,0,1,0,3.5,917.2,35.5,0.00 
2020-02-26 02:45:00,0,1,0,3.3,917.3,37,0.00 
2020-02-26 03:00:00,0,1,0,3.2,917.4,37.3,0.00 
2020-02-26 03:15:00,0,0,0,3.6,917.6,37.9,0.00 
2020-02-26 03:30:00,0,0,0,3.8,917.6,38.2,0.00 
2020-02-26 03:45:00,0,0,0,3.8,917.5,38.3,0.00 
2020-02-26 04:00:00,0,0,0,3.6,917.4,37.1,0.00 
2020-02-26 04:15:00,0,0,0,3.4,917.4,37.4,0.00 
2020-02-26 04:30:00,0,0,0,3.3,917.2,38.5,0.00 
2020-02-26 04:45:00,0,0,0,3.1,917.3,38.2,0.00 
2020-02-26 05:00:00,0,1,0,3,917.1,36.6,0.00 
2020-02-26 05:15:00,0,1,0,2.4,917.1,37,0.00 
2020-02-26 05:30:00,0,1,0,2.6,917.2,35.4,0.00 
2020-02-26 05:45:00,0,1,0,1.9,917.2,37.7,0.00 
2020-02-26 06:00:00,0,1,0,0.9,917.4,42,0.00 
2020-02-26 06:15:00,0,0,0,0,917.6,44.2,0.00 
2020-02-26 06:30:00,0,0,0,0.9,917.8,44,0.00 
2020-02-26 06:45:00,0,0,0,-0.3,918,44.3,0.00 
2020-02-26 07:00:00,0,0,0,0,918.1,42.7,0.00 
2020-02-26 07:15:00,0,0,0,0,918.3,39.9,0.00 
2020-02-26 07:30:00,0,0,0,0.4,918.4,38,0.00 
2020-02-26 07:45:00,0,0,0,1.7,918.6,35.2,0.00 
2020-02-26 08:00:00,0,0,0,2.4,918.7,32.2,0.00 
2020-02-26 08:15:00,6,2,4,1.3,918.6,35.3,0.00 
2020-02-26 08:30:00,46,5,18,0.7,918.7,36.9,0.31 
2020-02-26 08:45:00,108,8,31,1,918.9,36.8,1.80 
2020-02-26 09:00:00,187,14,43,1,919,36.1,4.73 
2020-02-26 09:15:00,266,24,52,2.1,919.3,34.9,8.45 
2020-02-26 09:30:00,361,58,61,2.1,919.4,33.4,12.05 
2020-02-26 09:45:00,449,109,69,2.4,919.4,33.2,15.68 
2020-02-26 10:00:00,528,198,74,3.3,919.5,30.8,19.06 
2020-02-26 10:15:00,597,303,79,3.3,919.6,30.5,22.38 
2020-02-26 10:30:00,658,402,83,4,919.6,28,25.46 
2020-02-26 10:45:00,710,445,85,4.6,919.7,26.8,28.34 
2020-02-26 11:00:00,763,467,84,5.6,919.7,26.1,31.10 
2020-02-26 11:15:00,807,474,90,6.2,919.5,25.3,32.62 
2020-02-26 11:30:00,865,444,94,7,919.5,23.4,22.47 
2020-02-26 11:45:00,913,396,102,8,919.3,23.5,20.12 
2020-02-26 12:00:00,978,354,125,9,919,21.6,15.42 
2020-02-26 12:15:00,991,310,112,9.6,918.9,20.3,14.96 
2020-02-26 12:30:00,1031,241,102,9.7,919,20.3,13.66 
2020-02-26 12:45:00,1068,208,101,10.4,918.9,18.5,24.40 
2020-02-26 13:00:00,1062,174,100,11,918.9,18.2,33.31 
2020-02-26 13:15:00,1032,150,109,10.7,918.9,18.3,42.65 
2020-02-26 13:30:00,1097,148,115,11.1,918.7,18,44.23 
2020-02-26 13:45:00,1110,137,197,11.4,918.5,17.4,44.30 
2020-02-26 14:00:00,1077,128,112,11.5,918.2,17.1,44.67 
2020-02-26 14:15:00,1085,133,101,11.7,918.1,16.5,44.60 
2020-02-26 14:30:00,1069,139,97,12.1,918.1,16.3,43.99 
2020-02-26 14:45:00,1048,150,99,11.8,917.9,17,43.33 
2020-02-26 15:00:00,300,21,132,11.8,917.5,17.1,30.81 
2020-02-26 15:15:00,985,184,117,12.1,917.5,16.7,32.25 
2020-02-26 15:30:00,487,63,185,11.9,917.4,17,31.40 
2020-02-26 15:45:00,294,16,151,11.6,917.2,17.5,21.99 
2020-02-26 16:00:00,835,252,154,11.5,917.2,17.9,18.90 
2020-02-26 16:15:00,822,337,111,12,917.3,17.5,29.09 
2020-02-26 16:30:00,646,324,88,11.6,917.4,18.3,32.44 
2020-02-26 16:45:00,678,399,80,12.3,917.2,16.9,30.14 
2020-02-26 17:00:00,632,424,76,12.1,917.2,16.9,27.33 
2020-02-26 17:15:00,585,418,72,12,917.2,16.5,23.64 
2020-02-26 17:30:00,518,427,67,11.7,917.5,16.2,21.32 
2020-02-26 17:45:00,434,489,61,11.8,917.3,16.5,18.03 
2020-02-26 18:00:00,356,404,54,11.6,917.3,16.3,14.57 
2020-02-26 18:15:00,265,288,46,11.6,917.4,16.5,11.05 
2020-02-26 18:30:00,176,170,37,11.3,917.5,17,7.55 
2020-02-26 18:45:00,96,69,25,10.9,917.6,16.9,4.17 
2020-02-26 19:00:00,30,11,12,10.5,917.8,17.5,1.31 
2020-02-26 19:15:00,3,1,1,9.7,917.9,18.9,0.09 
2020-02-26 19:30:00,0,1,0,9.1,918,20.1,0.00 
2020-02-26 19:45:00,0,0,0,9,918,20.2,0.00 
2020-02-26 20:00:00,0,0,0,8.7,918.2,20.7,0.00 
2020-02-26 20:15:00,0,0,0,8.9,918.4,21,0.00 
2020-02-26 20:30:00,0,0,0,8.9,918.5,21,0.00 
2020-02-26 20:45:00,0,1,0,8.6,918.6,21.4,0.00 
2020-02-26 21:00:00,0,1,0,8.2,918.6,22.1,0.00 
2020-02-26 21:15:00,0,1,0,8.4,918.8,22.1,0.00 
2020-02-26 21:30:00,0,1,0,8.4,918.6,21.9,0.00 
2020-02-26 21:45:00,0,1,0,8.2,918.5,22.5,0.00 
2020-02-26 22:00:00,0,0,0,7.4,918.5,23.7,0.00 
2020-02-26 22:15:00,0,0,0,7.6,918.6,23.5,0.00 
2020-02-26 22:30:00,0,1,0,6.6,918.6,23.5,0.00 
2020-02-26 22:45:00,0,0,0,6.4,918.8,25.4,0.00 
2020-02-26 23:00:00,0,0,0,7.2,918.9,24.4,0.00 
2020-02-26 23:15:00,0,3,0,5.3,919,25.2,0.00 
2020-02-26 23:30:00,0,0,0,4.6,918.8,27.4,0.00 
2020-02-26 23:45:00,0,0,0,4.6,918.9,27.9,0.00 
2020-02-27 00:00:00,0,0,0,4,918.8,28.7,0.00 
2020-02-27 00:15:00,0,0,0,4,918.7,29.5,0.00 
2020-02-27 00:30:00,0,1,0,3.7,918.6,28.9,0.00 
2020-02-27 00:45:00,0,1,0,3.2,918.5,30.1,0.00 
2020-02-27 01:00:00,0,0,0,3,918.4,31,0.00 
2020-02-27 01:15:00,0,1,0,2.7,918.3,32,0.00 
2020-02-27 01:30:00,0,0,0,2.9,918.1,32.1,0.00 
2020-02-27 01:45:00,0,1,0,1.9,918,34.1,0.00 
2020-02-27 02:00:00,0,1,0,1.7,917.8,34.5,0.00 
2020-02-27 02:15:00,0,0,0,1.8,918,34.4,0.00 
2020-02-27 02:30:00,0,1,0,1.1,917.8,36.4,0.00 
2020-02-27 02:45:00,0,1,0,1.2,917.8,35.8,0.00 
2020-02-27 03:00:00,0,0,0,1.5,917.7,36.1,0.00 
2020-02-27 03:15:00,0,0,0,1.6,917.6,36.3,0.00 
2020-02-27 03:30:00,0,0,0,1.6,917.5,36.6,0.00 
2020-02-27 03:45:00,0,1,0,1.3,917.3,36.8,0.00 
2020-02-27 04:00:00,0,0,0,1.5,917.3,37.9,0.00 
2020-02-27 04:15:00,0,0,0,1.1,917.1,37.9,0.00 
2020-02-27 04:30:00,0,0,0,1.2,916.9,37.6,0.00 
2020-02-27 04:45:00,0,0,0,1.4,916.7,36.5,0.00 
2020-02-27 05:00:00,0,0,0,1.5,916.5,36.1,0.00 
2020-02-27 05:15:00,0,0,0,1.5,916.4,36.6,0.00 
2020-02-27 05:30:00,0,0,0,1.6,916.3,35.2,0.00 
2020-02-27 05:45:00,0,0,0,1.7,916.3,35.4,0.00 
2020-02-27 06:00:00,0,0,0,1.7,916.3,35.3,0.00 
2020-02-27 06:15:00,0,1,0,1.5,916.4,35.4,0.00 
2020-02-27 06:30:00,0,0,0,1.6,916.4,35.2,0.00 
2020-02-27 06:45:00,0,0,0,2.1,916.5,33.8,0.00 
2020-02-27 07:00:00,0,1,0,1.8,916.3,33.7,0.00 
2020-02-27 07:15:00,0,1,0,1.7,916.3,34,0.00 
2020-02-27 07:30:00,0,0,0,1.8,916.4,34.2,0.00 
2020-02-27 07:45:00,0,0,0,2.1,916.3,34.2,0.00 
2020-02-27 08:00:00,0,1,0,1.7,916.1,34.1,0.00 
2020-02-27 08:15:00,7,0,5,2.2,916.2,33.8,0.00 
2020-02-27 08:30:00,36,0,20,3,916.1,31.4,0.32 
2020-02-27 08:45:00,95,7,38,3.1,916,32.1,1.71 
2020-02-27 09:00:00,168,12,53,3.1,916.1,31.5,4.21 
2020-02-27 09:15:00,253,20,66,3.2,916.1,31.6,7.44 
2020-02-27 09:30:00,339,41,79,3.9,916.3,30.5,11.22 
2020-02-27 09:45:00,426,80,89,5,916,28.4,14.43 
2020-02-27 10:00:00,502,152,96,5.6,916,27.4,17.78 
2020-02-27 10:15:00,578,249,101,6.7,915.9,25.2,21.25 
2020-02-27 10:30:00,639,344,109,7.9,915.7,23,24.42 
2020-02-27 10:45:00,688,389,116,9,915.6,21.2,27.07 
2020-02-27 11:00:00,729,408,123,10.2,915.5,19.6,29.46 
2020-02-27 11:15:00,788,429,130,10.9,915.6,18.3,31.87 
2020-02-27 11:30:00,829,391,141,11.1,915.3,17.5,33.66 
2020-02-27 11:45:00,883,351,141,11.8,915.3,17.2,35.75 
2020-02-27 12:00:00,930,327,144,12,915.1,16.1,37.35 
2020-02-27 12:15:00,965,289,142,12.9,914.7,15.3,38.84 
2020-02-27 12:30:00,987,249,147,12.9,914.5,15.1,39.99 
2020-02-27 12:45:00,1019,223,152,13.5,914.2,14,40.83 
2020-02-27 13:00:00,1022,191,156,13.3,914,14.5,41.53 
2020-02-27 13:15:00,1047,180,161,13.4,913.7,13.5,41.98 
2020-02-27 13:30:00,1038,162,171,13.7,913.6,13.3,41.97 
2020-02-27 13:45:00,1060,156,231,14,913.3,12.8,42.59 
2020-02-27 14:00:00,1074,156,161,14.3,913.1,13,41.02 
2020-02-27 14:15:00,1047,152,151,14.7,912.8,12.3,42.50 
2020-02-27 14:30:00,1035,159,151,14.8,912.2,12.2,41.90 
2020-02-27 14:45:00,993,162,153,15,912.1,12,41.29 
2020-02-27 15:00:00,985,180,148,14.8,911.9,12,40.32 
2020-02-27 15:15:00,954,199,150,14,911.8,12.2,39.13 
2020-02-27 15:30:00,887,214,147,14.8,911.5,11.5,37.78 
2020-02-27 15:45:00,877,257,152,14.4,911.3,11.5,35.62 
2020-02-27 16:00:00,794,263,152,14.5,911.3,11.2,33.87 
2020-02-27 16:15:00,739,285,148,14.4,911.4,11.3,31.51 
2020-02-27 16:30:00,663,335,142,14.4,911.4,11.4,29.37 
2020-02-27 16:45:00,605,343,134,14.6,911.2,11.8,26.69 
2020-02-27 17:00:00,552,344,129,14.7,911.1,10.9,23.68 
2020-02-27 17:15:00,508,342,120,14.2,910.7,11.7,20.79 
2020-02-27 17:30:00,402,276,103,14.3,910.8,10.9,17.34 
2020-02-27 17:45:00,357,243,100,14.1,910.4,10.9,14.17 
2020-02-27 18:00:00,279,179,82,14.3,910.4,11.1,11.61 
2020-02-27 18:15:00,183,95,65,13.5,910.2,11.5,8.14 
2020-02-27 18:30:00,120,44,51,13.3,910.3,11.2,4.73 
2020-02-27 18:45:00,62,11,33,13.1,910.2,11.8,2.75 
2020-02-27 19:00:00,21,2,14,12.3,910.3,12.7,1.01 
2020-02-27 19:15:00,1,1,1,11.8,910.3,13.1,0.08 
2020-02-27 19:30:00,0,1,0,11.9,910.3,13.2,0.00 
2020-02-27 19:45:00,0,1,0,11.7,910.2,13.6,0.00 
2020-02-27 20:00:00,0,0,0,11.7,910.2,13.8,0.00 
2020-02-27 20:15:00,0,1,0,11.4,910.2,13.9,0.00 
2020-02-27 20:30:00,0,0,0,11.3,910.3,13.8,0.00 
2020-02-27 20:45:00,0,0,0,11.4,910.3,14.1,0.00 
2020-02-27 21:00:00,0,1,0,11,910.1,14.3,0.00 
2020-02-27 21:15:00,0,0,0,11,910.1,14.7,0.00 
2020-02-27 21:30:00,0,0,0,10.7,909.8,14.6,0.00 
2020-02-27 21:45:00,0,0,0,10.8,909.8,15.1,0.00 
2020-02-27 22:00:00,0,0,0,10.6,909.9,14.9,0.00 
2020-02-27 22:15:00,0,0,0,10.2,909.8,15.7,0.00 
2020-02-27 22:30:00,0,2,0,9.4,909.7,16.2,0.00 
2020-02-27 22:45:00,0,1,0,8.5,909.7,17.3,0.00 
2020-02-27 23:00:00,0,2,0,7.1,909.5,18.9,0.00 
2020-02-27 23:15:00,0,0,0,6.7,909.5,20.7,0.00 
2020-02-27 23:30:00,0,0,0,6.5,909.3,20.9,0.00 
2020-02-27 23:45:00,0,0,0,6,909.3,22.1,0.00 
2020-02-28 00:00:00,0,0,0,6.2,909.1,22,0.00 
2020-02-28 00:15:00,0,0,0,6.6,909,21.7,0.00 
2020-02-28 00:30:00,0,0,0,6.9,908.9,20.9,0.00 
2020-02-28 00:45:00,0,1,0,6.4,908.9,21.4,0.00 
2020-02-28 01:00:00,0,0,0,6.2,908.7,22.3,0.00 
2020-02-28 01:15:00,0,0,0,5.6,908.5,23,0.00 
2020-02-28 01:30:00,0,1,0,5.3,908.6,23.7,0.00 
2020-02-28 01:45:00,0,1,0,4.9,908.4,24.6,0.00 
2020-02-28 02:00:00,0,2,0,4.1,908.4,25.5,0.00 
2020-02-28 02:15:00,0,0,0,4,908.5,27,0.00 
2020-02-28 02:30:00,0,0,0,4.1,908.5,26.5,0.00 
2020-02-28 02:45:00,0,0,0,5,908.4,24.8,0.00 
2020-02-28 03:00:00,0,3,0,2.8,908.4,28.4,0.00 
2020-02-28 03:15:00,0,0,0,3.5,908.5,28.1,0.00 
2020-02-28 03:30:00,0,0,0,2.3,908.3,30.3,0.00 
2020-02-28 03:45:00,0,0,0,2.4,908.2,30.4,0.00 
2020-02-28 04:00:00,0,0,0,2.3,908.2,31.3,0.00 
2020-02-28 04:15:00,0,0,0,2.1,908.4,30.9,0.00 
2020-02-28 04:30:00,0,0,0,2.4,908.6,30,0.00 
2020-02-28 04:45:00,0,1,0,1.1,908.6,32.1,0.00 
2020-02-28 05:00:00,0,0,0,2.7,909,28,0.00 
2020-02-28 05:15:00,0,1,0,2.7,909.1,28.6,0.00 
2020-02-28 05:30:00,0,0,0,2.9,909.3,28,0.00 
2020-02-28 05:45:00,0,0,0,3.3,909.5,27.4,0.00 
2020-02-28 06:00:00,0,1,0,2.4,909.7,28.8,0.00 
2020-02-28 06:15:00,0,0,0,2.6,910.1,29.3,0.00 
2020-02-28 06:30:00,0,0,0,2.8,910.5,30.2,0.00 
2020-02-28 06:45:00,0,0,0,3.1,910.8,30.4,0.00 
2020-02-28 07:00:00,0,0,0,3,911,30.9,0.00 
2020-02-28 07:15:00,0,1,0,2.2,911.6,31.3,0.00 
2020-02-28 07:30:00,0,1,0,2,911.9,33.4,0.00 
2020-02-28 07:45:00,0,0,0,1.9,912.3,35.1,0.00 
2020-02-28 08:00:00,0,0,0,2.1,912.5,36.1,0.00 
2020-02-28 08:15:00,7,0,7,1.8,913,36.5,0.00 
2020-02-28 08:30:00,20,0,19,2,913.4,37.4,0.39 
2020-02-28 08:45:00,24,0,23,2.4,913.9,37.9,0.57 
2020-02-28 09:00:00,29,0,24,2.7,914.2,37,0.69 
2020-02-28 09:15:00,50,0,38,2.9,914.2,37.9,1.20 
2020-02-28 09:30:00,121,1,95,3.2,914.6,38.4,2.97 
2020-02-28 09:45:00,172,8,125,3.8,914.8,38.5,6.01 
2020-02-28 10:00:00,278,19,189,4.4,914.9,37.1,12.07 
2020-02-28 10:15:00,289,28,196,4.9,914.9,35.5,14.98 
2020-02-28 10:30:00,242,17,177,5.1,915.1,35.4,9.98 
2020-02-28 10:45:00,211,3,163,5.7,915.2,34,10.70 
2020-02-28 11:00:00,262,8,218,5.7,915.2,34.9,8.97 
2020-02-28 11:15:00,337,73,185,6,915.3,34,12.31 
