Time(year-month-day h:m:s),Total solar irradiance (W/m2),Direct normal irradiance (W/m2),Global horicontal irradiance (W/m2),Air temperature  (°C) ,Atmosphere (hpa),Relative humidity (%),Power (MW)
2020-04-15 11:45:00,370.77,267.51,176.69,19.62,856.03,16.16,44.70 
2020-04-15 12:00:00,401.56,289.73,191.15,19.92,856.05,16.27,53.05 
2020-04-15 12:15:00,454.18,327.69,210.21,20.43,856,15.91,59.22 
2020-04-15 12:30:00,528.47,381.29,232.27,20.51,855.93,16.73,62.64 
2020-04-15 12:45:00,505.81,364.94,220.24,20.66,855.79,16.61,66.70 
2020-04-15 13:00:00,531.21,383.27,231.25,20.95,855.68,16.69,52.04 
2020-04-15 13:15:00,437.07,315.34,200.87,20.92,855.49,16.29,53.55 
2020-04-15 13:30:00,405.88,292.84,195.12,21.17,855.42,15.41,51.05 
2020-04-15 13:45:00,439.28,316.94,214.97,21.27,855.47,15.24,67.83 
2020-04-15 14:00:00,551.08,397.6,259.2,21.77,855.15,14.23,73.74 
2020-04-15 14:15:00,584.87,421.99,270.6,22.23,854.91,13.13,66.57 
2020-04-15 14:30:00,569.51,410.9,268.27,22.23,854.65,12.63,65.49 
2020-04-15 14:45:00,526.95,380.19,252.29,22.61,854.35,10.77,70.15 
2020-04-15 15:00:00,597.17,430.86,277.95,23.01,854.03,10.97,73.64 
2020-04-15 15:15:00,589.6,425.4,271.82,23.41,853.86,10.15,69.66 
2020-04-15 15:30:00,543.81,392.36,253.92,23.45,853.69,9.89,62.89 
2020-04-15 15:45:00,537.51,387.81,253.91,23.36,853.48,8.77,61.87 
2020-04-15 16:00:00,550.01,396.83,255.26,23.8,853.3,8.98,72.09 
2020-04-15 16:15:00,594,428.57,263.49,23.74,853.16,8.52,69.83 
2020-04-15 16:30:00,549.78,396.66,245.79,23.66,853.03,7.26,42.03 
2020-04-15 16:45:00,455.55,328.68,206.24,23.41,853,8.69,30.74 
2020-04-15 17:00:00,211.83,152.83,115.04,23.36,852.97,7.39,25.10 
2020-04-15 17:15:00,187.97,135.62,102.33,23.44,853,7.16,21.27 
2020-04-15 17:30:00,197.63,142.59,107.52,23.17,852.72,7.06,34.16 
2020-04-15 17:45:00,304.5,219.7,154.1,23.89,852.75,6.54,30.67 
2020-04-15 18:00:00,237.77,171.55,126.95,24.25,852.61,6.68,36.13 
2020-04-15 18:15:00,379.1,273.52,185.13,24.25,852.58,7.86,37.46 
2020-04-15 18:30:00,273.21,197.12,136.87,24.82,852.43,7.07,25.57 
2020-04-15 18:45:00,192.24,138.7,102.16,24.39,852.28,7.34,16.30 
2020-04-15 19:00:00,128.68,92.84,68.89,23.87,852.22,6.77,13.53 
2020-04-15 19:15:00,125.69,90.69,65.85,23.75,852.39,7.25,13.69 
2020-04-15 19:30:00,114.25,82.43,60.88,23.46,852.28,8.4,9.88 
2020-04-15 19:45:00,80.57,58.13,42.95,23.02,852.25,8.97,6.74 
2020-04-15 20:00:00,54.53,39.34,28.83,22.64,852.45,10.49,4.58 
2020-04-15 20:15:00,35.45,25.57,18.64,22.54,852.43,11.27,1.83 
2020-04-15 20:30:00,9.97,7.19,4.87,22.3,851.99,10.58,0.70 
2020-04-15 20:45:00,4.15,3,1.87,22.2,851.55,8.15,0.25 
2020-04-15 21:00:00,2.85,2.05,1.14,22,852.01,10.15,0.19 
2020-04-15 21:15:00,0,0,0,21.9,851.98,9.2,0.36 
2020-04-15 21:30:00,0,0,0,21.43,851.95,9,0.32 
2020-04-15 21:45:00,0,0,0,21.09,852.73,9.04,0.31 
2020-04-15 22:00:00,0,0,0,20.91,853.08,8.01,0.30 
2020-04-15 22:15:00,0,0,0,20.6,853.36,7.84,0.29 
2020-04-15 22:30:00,0,0,0,20.55,853.62,9.16,0.28 
2020-04-15 22:45:00,0,0,0,20.05,854.01,9.9,0.27 
2020-04-15 23:00:00,0,0,0,20,854.1,12.04,0.24 
2020-04-15 23:15:00,0,0,0,19.75,854.28,12.09,0.23 
2020-04-15 23:30:00,0,0,0,19.52,854.33,12.68,0.23 
2020-04-15 23:45:00,0,0,0,19.33,854.4,13.45,0.24 
2020-04-16 00:00:00,0,0,0,18.93,854.58,13.48,0.24 
2020-04-16 00:15:00,0,0,0,18.92,854.69,13,0.23 
2020-04-16 00:30:00,0,0,0,19.92,854.75,13.38,0.24 
2020-04-16 00:45:00,0,0,0,19.79,854.94,14.02,0.23 
2020-04-16 01:00:00,0,0,0,19.29,855.05,15.55,0.24 
2020-04-16 01:15:00,0,0,0,19.57,855.19,14.79,0.24 
2020-04-16 01:30:00,0,0,0,19.03,855.37,16.23,0.24 
2020-04-16 01:45:00,0,0,0,18.67,855.42,16.11,0.24 
2020-04-16 02:00:00,0,0,0,19.51,855.33,12.02,0.23 
2020-04-16 02:15:00,0,0,0,19.81,855.47,11.36,0.23 
2020-04-16 02:30:00,0,0,0,19.79,855.6,10.92,0.24 
2020-04-16 02:45:00,0,0,0,19.73,855.6,10.73,0.24 
2020-04-16 03:00:00,0,0,0,19.69,855.62,10.32,0.24 
2020-04-16 03:15:00,0,0,0,19.5,855.67,9.29,0.23 
2020-04-16 03:30:00,0,0,0,19.37,855.83,9.82,0.24 
2020-04-16 03:45:00,0,0,0,19.16,855.82,10.1,0.24 
2020-04-16 04:00:00,0,0,0,18.81,855.82,10.74,0.23 
2020-04-16 04:15:00,0,0,0,18.37,855.8,13.19,0.24 
2020-04-16 04:30:00,0,0,0,18.09,855.89,14.11,0.24 
2020-04-16 04:45:00,0,0,0,17.71,856,15.51,0.24 
2020-04-16 05:00:00,0,0,0,17.55,855.99,15.36,0.24 
2020-04-16 05:15:00,0,0,0,17.41,856.04,16.46,0.24 
2020-04-16 05:30:00,0,0,0,17.51,856.09,18.13,0.24 
2020-04-16 05:45:00,0,0,0,17.31,856.16,18.04,0.24 
2020-04-16 06:00:00,0,0,0,17.23,856.26,18.43,0.24 
2020-04-16 06:15:00,0,0,0,17.11,856.33,18.88,0.24 
2020-04-16 06:30:00,0,0,0,17.02,856.43,19.33,0.24 
2020-04-16 06:45:00,0,0,0,17.01,856.54,19.62,0.24 
2020-04-16 07:00:00,0,0,0,16.96,856.75,20.06,0.23 
2020-04-16 07:15:00,0,0,0,16.87,856.93,20.65,0.24 
2020-04-16 07:30:00,0,0,0,16.69,857.1,21.01,0.24 
2020-04-16 07:45:00,0,0,0,16.73,857.22,20.71,0.24 
2020-04-16 08:00:00,0,0,0,16.85,857.52,20.15,0.25 
2020-04-16 08:15:00,0,0,0,16.8,857.69,20.18,0.44 
2020-04-16 08:30:00,6.51,4.69,3.15,17.05,857.83,19.71,1.43 
2020-04-16 08:45:00,13,9.38,6.75,17.3,858.02,19.15,1.50 
2020-04-16 09:00:00,15.52,11.2,8.06,17.51,858.12,18.77,1.71 
2020-04-16 09:15:00,15.13,10.92,7.87,17.72,858.34,18.39,2.46 
2020-04-16 09:30:00,27.66,19.96,14.71,17.85,858.44,18.09,5.03 
2020-04-16 09:45:00,58.15,41.95,31.52,18.13,858.46,17.64,11.27 
2020-04-16 10:00:00,124.85,90.08,66.45,18.57,858.5,17.1,17.70 
2020-04-16 10:15:00,178.15,128.53,95.37,19.27,858.44,15.58,28.49 
2020-04-16 10:30:00,276.74,199.67,139.91,19.91,858.35,14.72,23.14 
2020-04-16 10:45:00,189.79,136.93,95.63,20.33,858.5,14.04,19.00 
2020-04-16 11:00:00,200.69,144.8,107.96,20.25,858.53,13.6,31.53 
2020-04-16 11:15:00,216.01,155.85,116.96,21.05,858.65,12.38,23.60 
2020-04-16 11:30:00,253.49,182.9,132.09,21.25,858.53,11.91,50.99 
2020-04-16 11:45:00,472.69,341.05,190.87,22.97,858.32,9.51,59.21 
2020-04-16 12:00:00,507.42,366.1,197.26,22.63,858.2,11.11,64.86 
2020-04-16 12:15:00,529.63,382.13,204.11,22.56,858.07,11.34,67.51 
2020-04-16 12:30:00,562.94,406.16,212.44,22.53,857.96,11.25,71.05 
2020-04-16 12:45:00,579.52,418.12,219.47,22.92,857.85,10.35,73.91 
2020-04-16 13:00:00,590,425.69,227,23.04,857.62,10.02,77.01 
2020-04-16 13:15:00,616.57,444.86,233.44,24.19,857.5,8.77,78.89 
2020-04-16 13:30:00,639.01,461.04,239.84,24.91,857.42,7.56,81.78 
2020-04-16 13:45:00,654.97,472.56,244.14,25.07,857.24,7.67,85.60 
2020-04-16 14:00:00,677.51,488.82,246.82,25.13,857.09,8.32,87.18 
2020-04-16 14:15:00,710.39,512.54,251.95,25.08,856.76,8.57,74.29 
2020-04-16 14:30:00,703.55,507.61,253.6,25.11,856.48,9.37,74.30 
2020-04-16 14:45:00,716.01,516.6,254.5,25.02,856.1,9.83,74.41 
2020-04-16 15:00:00,708.39,511.11,255.55,25.22,855.79,9.77,74.04 
2020-04-16 15:15:00,691.73,499.09,251.48,25.21,855.61,9.42,76.20 
2020-04-16 15:30:00,681.31,491.57,247.68,25.19,855.43,10,86.01 
2020-04-16 15:45:00,722.54,521.31,251.15,24.96,855.24,10.07,84.97 
2020-04-16 16:00:00,685.15,494.33,237.18,25.68,855.03,9.74,72.99 
2020-04-16 16:15:00,565.44,407.96,204.2,25.43,854.68,10.41,76.00 
2020-04-16 16:30:00,592.85,427.74,212.21,25.94,854.48,7.61,65.74 
2020-04-16 16:45:00,590.71,426.2,215.06,25.96,854.12,8.09,73.72 
2020-04-16 17:00:00,611.03,440.86,214.01,26.57,853.74,7.77,73.22 
2020-04-16 17:15:00,556.31,401.38,201.29,26.07,853.61,6.5,58.68 
2020-04-16 17:30:00,527.11,380.31,197.18,26.37,853.63,6.45,60.54 
2020-04-16 17:45:00,507.57,366.21,192.13,26.48,853.43,5.6,48.84 
2020-04-16 18:00:00,461.97,333.31,175.55,26.22,853.32,6.58,48.37 
2020-04-16 18:15:00,426.59,307.78,161.17,26.44,853.28,7.26,39.77 
2020-04-16 18:30:00,290.91,209.89,116.93,26.34,853.34,8.1,30.06 
2020-04-16 18:45:00,196.83,142.02,88.54,25.66,853.37,8.22,16.38 
2020-04-16 19:00:00,130.69,94.29,68.07,25.14,853.42,8.7,12.22 
2020-04-16 19:15:00,101.54,73.26,55.67,25.24,853.47,8.8,10.57 
2020-04-16 19:30:00,91.11,65.74,49.27,25.18,853.47,9.05,10.34 
2020-04-16 19:45:00,86.67,62.53,46,24.96,853.52,9.42,7.25 
2020-04-16 20:00:00,52.83,38.11,29.11,24.69,853.63,9.88,3.55 
2020-04-16 20:15:00,22.35,16.12,12.22,24.46,853.79,10.09,2.28 
2020-04-16 20:30:00,17.56,12.67,9.28,24.31,853.8,10.42,1.62 
2020-04-16 20:45:00,13.78,9.94,7.4,24.2,853.84,10.49,0.75 
2020-04-16 21:00:00,1.54,1.11,0.84,24.11,853.99,10.38,0.28 
2020-04-16 21:15:00,0,0,0,23.93,854.05,10.57,0.33 
2020-04-16 21:30:00,0,0,0,23.72,854.05,10.63,0.33 
2020-04-16 21:45:00,0,0,0,23.03,854.37,11.45,0.33 
2020-04-16 22:00:00,0,0,0,22.69,854.36,12.51,0.32 
2020-04-16 22:15:00,0,0,0,22.67,854.41,12.65,0.32 
2020-04-16 22:30:00,0,0,0,22.52,854.44,11.82,0.31 
2020-04-16 22:45:00,0,0,0,21.25,854.57,13.02,0.28 
2020-04-16 23:00:00,0,0,0,21.54,854.59,13.42,0.23 
2020-04-16 23:15:00,0,0,0,21.51,854.74,13.75,0.23 
2020-04-16 23:30:00,0,0,0,21.31,854.66,14.13,0.23 
2020-04-16 23:45:00,0,0,0,21.53,854.64,13.16,0.23 
2020-04-17 00:00:00,0,0,0,21.22,854.57,13.1,0.23 
2020-04-17 00:15:00,0,0,0,20.98,854.45,12.21,0.23 
2020-04-17 00:30:00,0,0,0,20.8,854.22,11.88,0.23 
2020-04-17 00:45:00,0,0,0,20.02,854.2,12.49,0.23 
2020-04-17 01:00:00,0,0,0,19.89,854.12,12.67,0.23 
2020-04-17 01:15:00,0,0,0,19.9,853.98,12.9,0.24 
2020-04-17 01:30:00,0,0,0,20.19,854.07,12.73,0.24 
2020-04-17 01:45:00,0,0,0,19.68,854.05,14.1,0.24 
2020-04-17 02:00:00,0,0,0,19.19,853.99,14.96,0.24 
2020-04-17 02:15:00,0,0,0,18.62,854.02,15.39,0.23 
2020-04-17 02:30:00,0,0,0,18.08,853.93,16.45,0.23 
2020-04-17 02:45:00,0,0,0,17.92,853.79,16.12,0.24 
2020-04-17 03:00:00,0,0,0,18.14,853.74,15.62,0.24 
2020-04-17 03:15:00,0,0,0,17.81,853.63,15.9,0.24 
2020-04-17 03:30:00,0,0,0,17.94,853.52,15.91,0.23 
2020-04-17 03:45:00,0,0,0,17.43,853.38,16.68,0.23 
2020-04-17 04:00:00,0,0,0,17.32,853.23,16.93,0.23 
2020-04-17 04:15:00,0,0,0,17.48,853.13,16.9,0.23 
2020-04-17 04:30:00,0,0,0,17.57,853.12,16.58,0.23 
2020-04-17 04:45:00,0,0,0,16.99,853.21,16.99,0.24 
2020-04-17 05:00:00,0,0,0,16.43,853.38,17.38,0.24 
2020-04-17 05:15:00,0,0,0,16.19,853.67,17.97,0.24 
2020-04-17 05:30:00,0,0,0,15.99,853.66,16.84,0.23 
2020-04-17 05:45:00,0,0,0,16.12,853.84,16.29,0.24 
2020-04-17 06:00:00,0,0,0,16.31,853.84,15.64,0.24 
2020-04-17 06:15:00,0,0,0,16.19,853.98,15.93,0.24 
2020-04-17 06:30:00,0,0,0,15.88,853.97,16.84,0.23 
2020-04-17 06:45:00,0,0,0,16.13,853.99,16.94,0.23 
2020-04-17 07:00:00,0,0,0,16.46,854.22,16.48,0.23 
2020-04-17 07:15:00,0,0,0,16.21,854.48,16.75,0.23 
2020-04-17 07:30:00,0,0,0,15.87,854.6,17.27,0.23 
2020-04-17 07:45:00,0,0,0,15.6,854.62,17.78,0.24 
2020-04-17 08:00:00,0,0,0,15.49,854.82,17.88,0.24 
2020-04-17 08:15:00,0,0,0,15.18,855.18,18.33,1.00 
2020-04-17 08:30:00,16.08,11.6,8.58,15.17,855.31,18.58,2.52 
2020-04-17 08:45:00,25.85,18.65,13.96,15.71,855.44,17.78,2.80 
2020-04-17 09:00:00,24.87,17.95,13.35,15.74,855.67,17.99,2.34 
2020-04-17 09:15:00,23.11,16.67,12.23,15.49,855.8,18.9,4.84 
2020-04-17 09:30:00,64.16,46.29,35.08,15.6,855.95,18.84,8.70 
2020-04-17 09:45:00,94.39,68.1,51.47,15.88,856.01,19.78,13.11 
2020-04-17 10:00:00,126.46,91.24,68.74,16.53,856.14,18.31,15.73 
2020-04-17 10:15:00,160.32,115.67,86.49,17.09,856.27,17.22,18.80 
2020-04-17 10:30:00,185.04,133.51,99.28,17.64,856.37,16.2,21.85 
2020-04-17 10:45:00,213.27,153.87,113.25,17.91,856.39,15.73,26.17 
2020-04-17 11:00:00,249.83,180.25,131.55,18.09,856.57,15.5,28.24 
2020-04-17 11:15:00,258.23,186.31,135.38,18.38,856.67,14.66,27.95 
2020-04-17 11:30:00,253.79,183.11,134.37,18.56,856.78,16.78,27.63 
2020-04-17 11:45:00,254.23,183.42,135.37,18.25,856.82,20.08,29.12 
2020-04-17 12:00:00,266.75,192.46,141.61,18.27,856.79,22.18,31.14 
2020-04-17 12:15:00,286.39,206.63,151.43,18.42,856.82,22.06,33.62 
2020-04-17 12:30:00,311.59,224.81,163.87,18.49,856.84,22.98,36.96 
2020-04-17 12:45:00,327.89,236.57,171.56,18.68,856.79,23.42,39.80 
2020-04-17 13:00:00,357.32,257.81,186.27,18.88,856.72,23.08,42.19 
2020-04-17 13:15:00,369.8,266.81,191.51,19.07,856.46,22.53,45.44 
2020-04-17 13:30:00,407.21,293.8,209.35,19.45,856.3,22.01,48.80 
2020-04-17 13:45:00,417.3,301.08,212.61,19.65,856.06,21.62,49.55 
2020-04-17 14:00:00,436.36,314.83,220.04,19.97,855.86,20.86,52.87 
2020-04-17 14:15:00,453.18,326.97,228.71,20.05,855.74,20.8,56.61 
2020-04-17 14:30:00,470.66,339.58,235.55,20.29,855.56,19.81,57.38 
2020-04-17 14:45:00,480.85,346.93,240.02,20.74,855.41,18.59,52.39 
2020-04-17 15:00:00,432,311.69,217.71,20.72,855.32,18.55,52.59 
2020-04-17 15:15:00,440.69,317.96,222.79,21.25,855.16,16.67,50.53 
2020-04-17 15:30:00,422.81,305.06,213.32,21.28,854.96,16.08,53.45 
2020-04-17 15:45:00,470.23,339.27,235.84,21.72,854.77,15.23,54.72 
2020-04-17 16:00:00,475.97,343.41,238.07,21.95,854.43,14.54,52.26 
2020-04-17 16:15:00,449.54,324.34,225.93,22.13,854.22,14.75,46.98 
2020-04-17 16:30:00,410.22,295.97,208.87,22.42,854.03,13.96,43.26 
2020-04-17 16:45:00,387.4,279.51,198.88,22.52,853.91,13.95,39.72 
2020-04-17 17:00:00,366.05,264.1,188.56,22.31,853.67,13.85,35.67 
2020-04-17 17:15:00,292.18,210.81,151.65,22.54,853.64,13.7,31.93 
2020-04-17 17:30:00,289.59,208.94,151.02,22.55,853.53,13.66,31.94 
2020-04-17 17:45:00,279.93,201.97,147.16,22.64,853.53,13.29,27.35 
2020-04-17 18:00:00,234.31,169.06,123.94,22.66,853.51,13.6,25.04 
2020-04-17 18:15:00,229.31,165.45,121.86,22.64,853.48,13.16,17.05 
2020-04-17 18:30:00,139.77,100.84,74.97,22.38,853.59,13.55,13.90 
2020-04-17 18:45:00,118.91,85.8,63.97,22.27,853.62,14.05,11.37 
2020-04-17 19:00:00,101.36,73.13,54.75,22.23,853.61,14,11.10 
2020-04-17 19:15:00,96.83,69.86,52.05,22.09,853.69,14.26,8.58 
2020-04-17 19:30:00,72.19,52.08,38.8,22,853.79,14.25,6.82 
2020-04-17 19:45:00,56.96,41.1,30.5,21.85,853.96,14.67,4.94 
2020-04-17 20:00:00,40.21,29.01,21.51,21.79,853.97,14.83,3.19 
2020-04-17 20:15:00,26.09,18.82,13.7,21.61,854.02,15.17,1.81 
2020-04-17 20:30:00,14.11,10.18,7.27,21.39,854.1,15.6,0.85 
2020-04-17 20:45:00,6.09,4.39,2.88,21.15,854.21,16,0.23 
2020-04-17 21:00:00,0.16,0.12,0,20.99,854.31,16.27,0.27 
2020-04-17 21:15:00,0,0,0,20.79,854.5,16.67,0.28 
2020-04-17 21:30:00,0,0,0,20.66,854.62,16.92,0.27 
2020-04-17 21:45:00,0,0,0,20.52,854.79,17.22,0.28 
2020-04-17 22:00:00,0,0,0,20.39,854.99,17.56,0.28 
2020-04-17 22:15:00,0,0,0,20.3,855.12,17.77,0.27 
2020-04-17 22:30:00,0,0,0,20.23,855.24,18.03,0.27 
2020-04-17 22:45:00,0,0,0,20.12,855.25,18.5,0.24 
2020-04-17 23:00:00,0,0,0,19.95,855.6,20.05,0.23 
2020-04-17 23:15:00,0,0,0,19.78,855.56,20.79,0.24 
2020-04-17 23:30:00,0,0,0,19.72,855.72,20.88,0.23 
2020-04-17 23:45:00,0,0,0,19.7,855.64,20.83,0.24 
2020-04-18 00:00:00,0,0,0,19.7,855.58,20.86,0.23 
2020-04-18 00:15:00,0,0,0,19.59,855.53,21.27,0.23 
2020-04-18 00:30:00,0,0,0,19.21,855.64,23.64,0.24 
2020-04-18 00:45:00,0,0,0,18.6,855.61,29.43,0.23 
2020-04-18 01:00:00,0,0,0,18.46,856,30.08,0.23 
2020-04-18 01:15:00,0,0,0,18.33,856.21,29.71,0.23 
2020-04-18 01:30:00,0,0,0,18.2,856.31,29.25,0.24 
2020-04-18 01:45:00,0,0,0,17.97,856.35,31.23,0.23 
2020-04-18 02:00:00,0,0,0,17.72,856.52,32.67,0.24 
2020-04-18 02:15:00,0,0,0,17.59,856.74,32.78,0.24 
2020-04-18 02:30:00,0,0,0,17.49,856.86,33.28,0.23 
2020-04-18 02:45:00,0,0,0,17.33,856.9,34.01,0.23 
2020-04-18 03:00:00,0,0,0,17.18,856.83,34.87,0.24 
2020-04-18 03:15:00,0,0,0,17.36,856.83,33.7,0.23 
2020-04-18 03:30:00,0,0,0,17.41,856.9,29.85,0.24 
2020-04-18 03:45:00,0,0,0,17.05,857.27,30,0.24 
2020-04-18 04:00:00,0,0,0,16.43,857.36,38.59,0.24 
2020-04-18 04:15:00,0,0,0,16.1,857.22,40.46,0.24 
2020-04-18 04:30:00,0,0,0,16,857.25,40.8,0.24 
2020-04-18 04:45:00,0,0,0,15.9,857.22,41.36,0.24 
2020-04-18 05:00:00,0,0,0,15.72,857.24,42.23,0.24 
2020-04-18 05:15:00,0,0,0,15.5,857.3,43.6,0.24 
2020-04-18 05:30:00,0,0,0,15.35,857.43,44.57,0.24 
2020-04-18 05:45:00,0,0,0,15.08,857.67,46.39,0.24 
2020-04-18 06:00:00,0,0,0,14.82,857.86,47.57,0.24 
2020-04-18 06:15:00,0,0,0,14.39,857.93,50.16,0.24 
2020-04-18 06:30:00,0,0,0,14.16,858.02,50.96,0.24 
2020-04-18 06:45:00,0,0,0,13.95,858.09,51.61,0.24 
2020-04-18 07:00:00,0,0,0,13.93,858.49,50.85,0.24 
2020-04-18 07:15:00,0,0,0,13.87,858.65,51.33,0.24 
2020-04-18 07:30:00,0,0,0,13.69,858.71,51.85,0.24 
2020-04-18 07:45:00,0,0,0,13.38,859.05,54.03,0.25 
2020-04-18 08:00:00,0,0,0,13.2,859.35,54.63,0.25 
2020-04-18 08:15:00,0,0,0,13.02,859.59,55.01,0.25 
2020-04-18 08:30:00,0,0,0,12.81,859.76,56.82,0.28 
2020-04-18 08:45:00,8.34,6.02,4.03,12.53,859.96,56.53,1.90 
2020-04-18 09:00:00,22.35,16.13,11.68,12.37,860.39,55.68,3.26 
2020-04-18 09:15:00,37.38,26.97,19.8,12.39,860.56,56.2,4.98 
2020-04-18 09:30:00,49.58,35.77,26.33,12.47,860.63,56.48,7.63 
2020-04-18 09:45:00,74.5,53.75,39.96,12.49,860.75,56.38,8.45 
2020-04-18 10:00:00,81.41,58.74,43.88,12.39,860.88,56.13,10.20 
2020-04-18 10:15:00,90.94,65.61,49.09,12.41,861.03,55.8,12.24 
2020-04-18 10:30:00,108.15,78.03,59,12.5,861.26,55.63,16.25 
2020-04-18 10:45:00,155.46,112.16,84.36,12.64,861.28,55.46,20.78 
2020-04-18 11:00:00,200.07,144.35,107.5,12.86,861.28,55.26,21.52 
2020-04-18 11:15:00,184.39,133.04,99.93,12.71,861.41,55.59,14.04 
2020-04-18 11:30:00,110.99,80.08,59.92,12.43,861.47,55.81,13.16 
2020-04-18 11:45:00,112.4,81.1,60.67,12.61,861.55,55.68,15.29 
2020-04-18 12:00:00,127.59,92.06,69.57,12.67,861.5,55.62,20.98 
2020-04-18 12:15:00,151.61,109.38,82.86,12.81,861.47,55.39,25.47 
2020-04-18 12:30:00,211.99,152.95,114.7,12.94,861.48,55.45,28.60 
2020-04-18 12:45:00,221.62,159.9,120.98,13.2,861.55,55.06,36.29 
2020-04-18 13:00:00,320.75,231.42,172.3,13.48,861.46,54.55,40.50 
2020-04-18 13:15:00,330.78,238.66,174.69,13.58,861.22,54.54,41.57 
2020-04-18 13:30:00,394.86,284.89,207.98,13.55,861.12,55.16,58.67 
2020-04-18 13:45:00,523.59,377.77,247.07,13.76,860.92,55.25,71.51 
2020-04-18 14:00:00,546.92,394.6,261.4,13.95,860.85,55.1,62.01 
2020-04-18 14:15:00,507.5,366.16,243.75,14.79,860.56,52.42,39.63 
2020-04-18 14:30:00,298.35,215.26,159.1,14.27,860.59,52.86,32.06 
2020-04-18 14:45:00,274.09,197.76,148.8,14.02,860.67,53.81,35.58 
2020-04-18 15:00:00,280.17,202.14,152.02,13.7,860.5,55.21,32.59 
2020-04-18 15:15:00,224.49,161.97,124.53,12.89,860.49,57.03,39.16 
2020-04-18 15:30:00,313,225.83,167.57,12.43,860.4,56.93,33.79 
2020-04-18 15:45:00,233.34,168.35,125.97,12.43,860.51,56.67,30.95 
2020-04-18 16:00:00,215.79,155.69,116.33,12.26,860.61,56.54,41.80 
2020-04-18 16:15:00,401.18,289.45,207.69,12.6,860.64,56.13,46.88 
2020-04-18 16:30:00,335.23,241.87,175.38,12.96,860.58,55.33,35.78 
2020-04-18 16:45:00,260.45,187.92,138.65,13,860.53,54.95,26.69 
2020-04-18 17:00:00,183.95,132.72,98.11,13.14,860.39,53.9,19.35 
2020-04-18 17:15:00,172.44,124.42,91.18,13.18,860.14,52.95,19.71 
2020-04-18 17:30:00,149.72,108.02,80.4,13.43,860.09,51.93,16.67 
2020-04-18 17:45:00,110.32,79.6,59.72,13.75,860,50.35,12.47 
2020-04-18 18:00:00,88.38,63.77,47.79,13.65,859.84,49.21,8.33 
2020-04-18 18:15:00,47.83,34.51,25.62,13.64,859.83,48.77,5.32 
2020-04-18 18:30:00,38.45,27.74,20.56,13.66,859.89,49.59,4.29 
2020-04-18 18:45:00,24.11,17.4,12.43,13.44,860.04,52.18,3.43 
2020-04-18 19:00:00,20.26,14.62,10.4,12.9,860.24,56.11,3.93 
2020-04-18 19:15:00,24.78,17.88,12.75,12.63,860.44,56.96,2.69 
2020-04-18 19:30:00,10.68,7.71,5.27,12.26,860.59,56.94,1.05 
2020-04-18 19:45:00,5.69,4.1,2.25,11.96,860.81,56.32,0.80 
2020-04-18 20:00:00,7.26,5.23,3.41,11.89,861,55.31,0.57 
2020-04-18 20:15:00,5,3.61,2.24,11.71,861.01,53.27,0.25 
2020-04-18 20:30:00,1.91,1.38,0,11.55,861.13,49.83,0.12 
2020-04-18 20:45:00,0,0,0,11.6,861.57,47.35,0.03 
2020-04-18 21:00:00,1,0.72,0,11.41,861.15,47.24,0.20 
2020-04-18 21:15:00,0,0,0,11.14,861.39,46.89,0.25 
2020-04-18 21:30:00,0,0,0,11.1,861.85,47.18,0.23 
2020-04-18 21:45:00,0,0,0,11.16,862.7,48.07,0.13 
2020-04-18 22:00:00,0,0,0,10.86,861.97,49.06,0.12 
2020-04-18 22:15:00,0,0,0,10.47,862.33,45.86,0.12 
2020-04-18 22:30:00,0,0,0,10.52,862.44,38.7,0.12 
2020-04-18 22:45:00,0,0,0,10.29,862.42,39.76,0.12 
2020-04-18 23:00:00,0,0,0,10.28,862.71,43.36,0.11 
2020-04-18 23:15:00,0,0,0,10.4,862.8,45.54,0.11 
2020-04-18 23:30:00,0,0,0,10.41,862.93,46.78,0.11 
2020-04-18 23:45:00,0,0,0,10.35,862.97,47.51,0.11 
2020-04-19 00:00:00,0,0,0,10.14,863.26,48.08,0.11 
2020-04-19 00:15:00,0,0,0,9.95,863.25,48.34,0.11 
2020-04-19 00:30:00,0,0,0,9.67,863.28,48.32,0.11 
2020-04-19 00:45:00,0,0,0,9.57,863.23,47.38,0.12 
2020-04-19 01:00:00,0,0,0,9.74,863.28,46.59,0.11 
2020-04-19 01:15:00,0,0,0,10.1,863.43,47.71,0.11 
2020-04-19 01:30:00,0,0,0,9.69,863.26,48.26,0.12 
2020-04-19 01:45:00,0,0,0,9.4,863.31,48.34,0.11 
2020-04-19 02:00:00,0,0,0,9.15,863.47,47.73,0.11 
2020-04-19 02:15:00,0,0,0,8.96,863.6,46.44,0.12 
2020-04-19 02:30:00,0,0,0,8.69,863.55,42.65,0.11 
2020-04-19 02:45:00,0,0,0,8.52,863.54,37.68,0.12 
2020-04-19 03:00:00,0,0,0,8.45,863.52,32.48,0.11 
2020-04-19 03:15:00,0,0,0,8.39,863.6,28.81,0.11 
2020-04-19 03:30:00,0,0,0,8.31,863.57,25.72,0.11 
2020-04-19 03:45:00,0,0,0,8.11,863.45,23.31,0.11 
2020-04-19 04:00:00,0,0,0,8.26,863.37,20.86,0.12 
2020-04-19 04:15:00,0,0,0,8.22,863.33,18.41,0.12 
2020-04-19 04:30:00,0,0,0,8.18,863.28,17.64,0.11 
